group_prefix,example_uttid,missing_texts,missing_count,total_segments,asr_result_raw_example
"ASR-A230&""","ASR-A230&""-""&D230",['| 以下信息来自网络，你，汉语一级字，常用字，读作你。你，其本意为称说话的对方小度，小度。'],1,1,"[{""asr_result"": ""以下信息来自网络。你，汉语一级字，常用字，读作 nǐ。你，其本意为称说话的对方。小度小度。"", ""start_time"": 1.0, ""end_time"": 12.229}]"
"ASR-A232&""","ASR-A232&""-""&D232",['| 小度小度小度小度。暂停一下。'],1,1,"[{""asr_result"": ""小度小度小度小度，暂停一下。"", ""start_time"": 1.0, ""end_time"": 3.708}]"
"ASR-A234&""","ASR-A234&""-""&D234",['| 小度小度。'],1,1,"[{""asr_result"": ""小度小度。"", ""start_time"": 1.0, ""end_time"": 2.425}]"
"ASR-A236&""","ASR-A236&""-""&D236",['| 哎，不想做，哈哈哈。'],1,1,"[{""asr_result"": ""嘿，不想做，哈哈。"", ""start_time"": 1.0, ""end_time"": 2.819}]"
"ASR-A238&""","ASR-A238&""-""&D238",['| 拜。'],1,1,"[{""asr_result"": """", ""start_time"": 1.0, ""end_time"": 1.754}]"
"ASR-A240&""","ASR-A240&""-""&D240",['| 豆包豆包。'],1,1,"[{""asr_result"": ""豆包豆包。"", ""start_time"": 1.0, ""end_time"": 2.548}]"
"ASR-A242&""","ASR-A242&""-""&D242",['| 豆包，豆包，你有跳舞的技能吗？'],1,1,"[{""asr_result"": ""豆包豆包，你有跳舞的技能吗？"", ""start_time"": 1.0, ""end_time"": 4.438}]"
"ASR-A244&""","ASR-A244&""-""&D244",['| 豆包豆包，猜猜我在哪里？'],1,1,"[{""asr_result"": ""豆包豆包，猜猜我在哪里？"", ""start_time"": 1.0, ""end_time"": 2.959}]"
"ASR-A246&""","ASR-A246&""-""&D246",['| 小度小度，豆包，豆包。'],1,1,"[{""asr_result"": ""小度小度，豆包豆包。"", ""start_time"": 1.0, ""end_time"": 3.469}]"
"ASR-A248&""","ASR-A248&""-""&D248",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A25&""-","ASR-A25&""-""&D25",['| 他的名字好看吗？'],1,1,"[{""asr_result"": ""他的名字好看吗？"", ""start_time"": 1.0, ""end_time"": 2.804}]"
"ASR-A250&""","ASR-A250&""-""&D250",['| 豆包豆包。'],1,1,"[{""asr_result"": ""豆包豆包。"", ""start_time"": 1.0, ""end_time"": 2.546}]"
"ASR-A252&""","ASR-A252&""-""&D252",['| 是，我叫豆包，豆包现在给你一个任务，就是就是帮我。就是现在呢？我给你做一个任务，拆一拆，看一看里面有到底有什么。'],1,1,"[{""asr_result"": ""是，我叫豆包。豆包现在给你一个任务，就是就是帮我，就是现在呢，我给你做一个任务，拆一拆，看一看里面有，到底有什么。"", ""start_time"": 1.0, ""end_time"": 10.137}]"
"ASR-A254&""","ASR-A254&""-""&D254",['| 豆包豆包豆包豆包。来，现在我要拆这个垃圾盲盒，现在呢？你要跟我一起拆这个垃圾盲盒。然后呢？然后呢？你要跟我一起去，然后呢？你要跟我一起去拆这个东西。'],1,1,"[{""asr_result"": ""豆包豆包豆包豆包，来，现在我要拆这个垃圾盲盒。现在呢，你要跟我一起拆这个垃圾盲盒。然后呢，然后呢，你要跟我一起去，然后呢，你要跟我一起去拆这个东西。"", ""start_time"": 1.0, ""end_time"": 17.263}]"
"ASR-A256&""","ASR-A256&""-""&D256",['| 豆包豆包。'],1,1,"[{""asr_result"": ""豆包豆包。"", ""start_time"": 1.0, ""end_time"": 2.553}]"
"ASR-A258&""","ASR-A258&""-""&D258",['| 现在呢？这个就是垃圾盲盒。然后呢？然后呢？我现在拆开，然后让你来猜这是谁来，现在我要拆了啊？'],1,1,"[{""asr_result"": ""现在呢，这个就是垃圾盲盒。然后呢然后呢，我现在拆开，然后让你来猜这是谁。来，现在我要拆啦。"", ""start_time"": 1.0, ""end_time"": 10.61}]"
"ASR-A260&""","ASR-A260&""-""&D260",['| 来。'],1,1,"[{""asr_result"": """", ""start_time"": 1.0, ""end_time"": 1.475}]"
"ASR-A262&""","ASR-A262&""-""&D262",['| 是谁？'],1,1,"[{""asr_result"": ""是谁？"", ""start_time"": 1.0, ""end_time"": 2.0}]"
"ASR-A264&""","ASR-A264&""-""&D264",['| 他是，他是时光代理人人的谁？'],1,1,"[{""asr_result"": ""他是他是时光代理人人人的谁？"", ""start_time"": 1.0, ""end_time"": 3.908}]"
"ASR-A266&""","ASR-A266&""-""&D266",['| 等一下，等一下，我问一下 Diffick 啊？'],1,1,"[{""asr_result"": ""等一下等一下，我问一下。"", ""start_time"": 1.0, ""end_time"": 2.879}]"
"ASR-A267&""","ASR-A267&""-""&D267",['| 豆包，你知道皮纳东格玛 f 是什么车吗？'],1,1,"[{""asr_result"": ""豆包，你知道皮纳东格玛 F 是什么车吗？"", ""start_time"": 1.0, ""end_time"": 4.299}]"
"ASR-A268&""","ASR-A268&""-""&D268",['| 看到我做灭霸。'],1,1,"[{""asr_result"": ""看到我做灭霸。"", ""start_time"": 1.0, ""end_time"": 2.15}]"
"ASR-A269&""","ASR-A269&""-""&D269",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A27&""-","ASR-A27&""-""&D27",['| 我要把图片换一下。'],1,1,"[{""asr_result"": ""我要把图片换一下。"", ""start_time"": 1.0, ""end_time"": 2.3}]"
"ASR-A271&""","ASR-A271&""-""&D271",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A273&""","ASR-A273&""-""&D273",['| 如何登录？如何登录其他人的账号？'],1,1,"[{""asr_result"": ""如何登录如何登录其他人的账号？"", ""start_time"": 1.0, ""end_time"": 3.896}]"
"ASR-A275&""","ASR-A275&""-""&D275",['| 美女，服我了。'],1,1,"[{""asr_result"": ""美女，服我了。"", ""start_time"": 1.0, ""end_time"": 2.351}]"
"ASR-A277&""","ASR-A277&""-""&D277",['| 监管者给我发了个爱心。'],1,1,"[{""asr_result"": ""监管者给我发了个爱心。"", ""start_time"": 1.0, ""end_time"": 2.996}]"
"ASR-A279&""","ASR-A279&""-""&D279",['| 如何登录其他人的账号？'],1,1,"[{""asr_result"": ""如何登录其他人的账号？"", ""start_time"": 1.0, ""end_time"": 2.903}]"
"ASR-A281&""","ASR-A281&""-""&D281",['| 先关给我们换了一个很大的爱心。'],1,1,"[{""asr_result"": ""仙官给我们换了一个很大的爱心。"", ""start_time"": 1.0, ""end_time"": 3.708}]"
"ASR-A283&""","ASR-A283&""-""&D283",['| 我想把门分点完。'],1,1,"[{""asr_result"": ""我想把门分点完。"", ""start_time"": 1.0, ""end_time"": 2.63}]"
"ASR-A285&""","ASR-A285&""-""&D285",['| 监管者投降了。'],1,1,"[{""asr_result"": ""《监管者投降了》"", ""start_time"": 1.0, ""end_time"": 2.271}]"
"ASR-A287&""","ASR-A287&""-""&D287",['| 豆包，你快点教我如何切换账号。'],1,1,"[{""asr_result"": ""豆包，你快点教我如何切换账号。"", ""start_time"": 1.0, ""end_time"": 3.6}]"
"ASR-A289&""","ASR-A289&""-""&D289",['| 你能给我发个视频吗？'],1,1,"[{""asr_result"": ""你能给我发个视频吗？"", ""start_time"": 1.0, ""end_time"": 2.55}]"
"ASR-A29&""-","ASR-A29&""-""&D29",['| 小豆子之前是干什么的？'],1,1,"[{""asr_result"": ""小豆子之前是干什么的？"", ""start_time"": 1.0, ""end_time"": 3.155}]"
"ASR-A291&""","ASR-A291&""-""&D291",['| 我们的这个阵容好不好？你应该提醒我地图了吧？'],1,1,"[{""asr_result"": ""我们的这个阵容好不好？你应该提醒我地图了吧？"", ""start_time"": 1.0, ""end_time"": 4.687}]"
"ASR-A293&""","ASR-A293&""-""&D293",['| 你知道这个地图是什么吗？'],1,1,"[{""asr_result"": ""你知道这个地图是什么吗？"", ""start_time"": 1.0, ""end_time"": 2.798}]"
"ASR-A295&""","ASR-A295&""-""&D295",['| 监管者来抓我来了。'],1,1,"[{""asr_result"": ""《监管者来抓我来了》。"", ""start_time"": 1.0, ""end_time"": 2.683}]"
"ASR-A297&""","ASR-A297&""-""&D297",['| 我好像被监管，服了。'],1,1,"[{""asr_result"": ""我好像被监管，服了。"", ""start_time"": 1.0, ""end_time"": 3.298}]"
"ASR-A299&""","ASR-A299&""-""&D299",['| 你。'],1,1,"[{""asr_result"": ""你。"", ""start_time"": 1.0, ""end_time"": 1.553}]"
"ASR-A301&""","ASR-A301&""-""&D301",['| 我溜，监管多少秒？'],1,1,"[{""asr_result"": ""我溜，监管多少秒？"", ""start_time"": 1.0, ""end_time"": 2.758}]"
"ASR-A303&""","ASR-A303&""-""&D303",['| 对。'],1,1,"[{""asr_result"": ""对。"", ""start_time"": 1.0, ""end_time"": 1.601}]"
"ASR-A305&""","ASR-A305&""-""&D305",['| 啦啦队员是机械蟒？怪不得这么慢。'],1,1,"[{""asr_result"": ""啦啦队员是机械忙，怪不得这么慢。"", ""start_time"": 1.0, ""end_time"": 4.35}]"
"ASR-A307&""","ASR-A307&""-""&D307",['| 秋季的时候。'],1,1,"[{""asr_result"": ""秋季的时候。"", ""start_time"": 1.0, ""end_time"": 2.404}]"
"ASR-A309&""","ASR-A309&""-""&D309",['| 我们在跟监管打雪仗。'],1,1,"[{""asr_result"": ""我们在跟监管打雪仗。"", ""start_time"": 1.0, ""end_time"": 2.836}]"
"ASR-A31&""-","ASR-A31&""-""&D31",['| 刘轩晨好看吗？'],1,1,"[{""asr_result"": """", ""start_time"": 1.0, ""end_time"": 2.271}]"
"ASR-A311&""","ASR-A311&""-""&D311",['| 监管者又投降了。'],1,1,"[{""asr_result"": ""《监管者又投降了》。"", ""start_time"": 1.0, ""end_time"": 2.806}]"
"ASR-A313&""","ASR-A313&""-""&D313",['| 一定是玩。'],1,1,"[{""asr_result"": ""《一定是完》"", ""start_time"": 1.0, ""end_time"": 1.997}]"
"ASR-A315&""","ASR-A315&""-""&D315",['| 师徒是在进医院。'],1,1,"[{""asr_result"": ""师徒是在进医院。"", ""start_time"": 1.0, ""end_time"": 2.544}]"
"ASR-A317&""","ASR-A317&""-""&D317",['| 歌曲我跟医生是签字，我也不知道监管是追谁，千万不要追究机位的。'],1,1,"[{""asr_result"": ""歌曲《我跟医生是签字》，我也不知道监管是追谁，千万不要追究机位的。"", ""start_time"": 1.0, ""end_time"": 6.682}]"
"ASR-A319&""","ASR-A319&""-""&D319",['| 这几件失去了。'],1,1,"[{""asr_result"": ""这几件失去了。"", ""start_time"": 1.0, ""end_time"": 2.358}]"
"ASR-A321&""","ASR-A321&""-""&D321",['| 那你先把被子反着拍掉吧。'],1,1,"[{""asr_result"": ""那你先把被子反着拍掉吧。"", ""start_time"": 1.0, ""end_time"": 3.1}]"
"ASR-A323&""","ASR-A323&""-""&D323",['| 中场的机子也被修了，我修哪的机啊？'],1,1,"[{""asr_result"": ""中场的机子也被修了，我修哪的机啊？"", ""start_time"": 1.0, ""end_time"": 4.277}]"
"ASR-A325&""","ASR-A325&""-""&D325",['| 我就知道医生会被打倒。'],1,1,"[{""asr_result"": ""我就知道医生会被打倒。"", ""start_time"": 1.0, ""end_time"": 2.706}]"
"ASR-A327&""","ASR-A327&""-""&D327",['| 所以我跟他结义了。'],1,1,"[{""asr_result"": ""所以我跟他结义了。"", ""start_time"": 1.0, ""end_time"": 2.593}]"
"ASR-A329&""","ASR-A329&""-""&D329",['| 你说的是吉利。'],1,1,"[{""asr_result"": ""你说的是吉利。"", ""start_time"": 1.0, ""end_time"": 2.301}]"
"ASR-A33&""-","ASR-A33&""-""&D33",['| 他乖吗？'],1,1,"[{""asr_result"": ""《他乖吗》"", ""start_time"": 1.0, ""end_time"": 2.065}]"
"ASR-A331&""","ASR-A331&""-""&D331",['| 四、地图是哪？'],1,1,"[{""asr_result"": ""4，地图是哪？"", ""start_time"": 1.0, ""end_time"": 2.48}]"
"ASR-A333&""","ASR-A333&""-""&D333",['| 舞女怎么玩？'],1,1,"[{""asr_result"": ""舞女怎么玩？"", ""start_time"": 1.0, ""end_time"": 2.064}]"
"ASR-A335&""","ASR-A335&""-""&D335",['| 我现在要去救机械师吗？'],1,1,"[{""asr_result"": ""我现在要去救机械师吗？"", ""start_time"": 1.0, ""end_time"": 2.875}]"
"ASR-A337&""","ASR-A337&""-""&D337",['| 啦啦啦。'],1,1,"[{""asr_result"": ""《啦啦啦》"", ""start_time"": 1.0, ""end_time"": 2.023}]"
"ASR-A339&""","ASR-A339&""-""&D339",['| 你觉得我是抽舞女的精怪，还是愚女的精怪？'],1,1,"[{""asr_result"": ""你觉得我是抽舞女的金怪，还是渔女的金怪？"", ""start_time"": 1.0, ""end_time"": 4.994}]"
"ASR-A341&""","ASR-A341&""-""&D341",['| 我说你是让我抽舞女的精怪，还是愚女的精怪？'],1,1,"[{""asr_result"": ""我说你是让我抽舞女的金怪，还是渔女的金怪？"", ""start_time"": 1.0, ""end_time"": 4.717}]"
"ASR-A343&""","ASR-A343&""-""&D343",['| 玩吧。'],1,1,"[{""asr_result"": ""《玩吧》"", ""start_time"": 1.0, ""end_time"": 1.75}]"
"ASR-A345&""","ASR-A345&""-""&D345",['| 我要转去大房了，大房有我的八音盒。'],1,1,"[{""asr_result"": ""我要转去大房了，大房有我的八音盒。"", ""start_time"": 1.0, ""end_time"": 3.953}]"
"ASR-A347&""","ASR-A347&""-""&D347",['| 他好像都把我的八音盒给踩了。'],1,1,"[{""asr_result"": ""他好像都把我的八音盒给踩了。"", ""start_time"": 1.0, ""end_time"": 3.631}]"
"ASR-A349&""","ASR-A349&""-""&D349",['| 自己监管，好像是人机。'],1,1,"[{""asr_result"": ""自己监管好像是人机。"", ""start_time"": 1.0, ""end_time"": 3.276}]"
"ASR-A35&""-","ASR-A35&""-""&D35",['| 他为什么乖？'],1,1,"[{""asr_result"": ""《他为什么乖》"", ""start_time"": 1.0, ""end_time"": 2.096}]"
"ASR-A351&""","ASR-A351&""-""&D351",['| 算了吧，我还是抽鱼舞女的金挂吧。'],1,1,"[{""asr_result"": ""算了吧，我还是抽《渔舞女》的金挂吧。"", ""start_time"": 1.0, ""end_time"": 4.4}]"
"ASR-A353&""","ASR-A353&""-""&D353",['| 我没有舞女的皮肤怎么办？'],1,1,"[{""asr_result"": ""我没有舞女的皮肤怎么办？"", ""start_time"": 1.0, ""end_time"": 3.025}]"
"ASR-A355&""","ASR-A355&""-""&D355",['| 好吧。'],1,1,"[{""asr_result"": ""好吧。"", ""start_time"": 1.0, ""end_time"": 2.096}]"
"ASR-A357&""","ASR-A357&""-""&D357",['| 好像有人放音乐了。'],1,1,"[{""asr_result"": ""好像有人放音乐了。"", ""start_time"": 1.0, ""end_time"": 2.877}]"
"ASR-A359&""","ASR-A359&""-""&D359",['| 舞女的滑步怎么才能不撞墙？'],1,1,"[{""asr_result"": ""舞女的滑步怎么才能不撞墙？"", ""start_time"": 1.0, ""end_time"": 3.423}]"
"ASR-A361&""","ASR-A361&""-""&D361",['| 好像被女女追了。'],1,1,"[{""asr_result"": ""好像被女女追了。"", ""start_time"": 1.0, ""end_time"": 2.548}]"
"ASR-A363&""","ASR-A363&""-""&D363",['| 我被女女追了。'],1,1,"[{""asr_result"": ""我被女女追了。"", ""start_time"": 1.0, ""end_time"": 2.429}]"
"ASR-A365&""","ASR-A365&""-""&D365",['| 我被嫡女追了。'],1,1,"[{""asr_result"": ""《我被嫡女追了》。"", ""start_time"": 1.0, ""end_time"": 2.308}]"
"ASR-A367&""","ASR-A367&""-""&D367",['| 我被渔女击倒了。'],1,1,"[{""asr_result"": ""我被渔女击倒了。"", ""start_time"": 1.0, ""end_time"": 2.484}]"
"ASR-A369&""","ASR-A369&""-""&D369",['| 只要与你不纠缠，我就有赢的机会。'],1,1,"[{""asr_result"": ""只要与你不纠缠，我就有赢的机会。"", ""start_time"": 1.0, ""end_time"": 3.702}]"
"ASR-A37&""-","ASR-A37&""-""&D37",['| 给我唱一首大展宏图吧。'],1,1,"[{""asr_result"": ""给我唱一首《大展宏图》吧。"", ""start_time"": 1.0, ""end_time"": 2.954}]"
"ASR-A371&""","ASR-A371&""-""&D371",['| 我又要被渔女追了。'],1,1,"[{""asr_result"": ""我又要被渔女追了。"", ""start_time"": 1.0, ""end_time"": 2.639}]"
"ASR-A373&""","ASR-A373&""-""&D373",['| 监管者投降了。'],1,1,"[{""asr_result"": ""《监管者投降了》。"", ""start_time"": 1.0, ""end_time"": 2.271}]"
"ASR-A375&""","ASR-A375&""-""&D375",['| 我是不是很棒？'],1,1,"[{""asr_result"": ""我是不是很棒？"", ""start_time"": 1.0, ""end_time"": 2.276}]"
"ASR-A377&""","ASR-A377&""-""&D377",['| 我玩的是拉拉贝园。'],1,1,"[{""asr_result"": ""我玩的是《拉拉贝园》。"", ""start_time"": 1.0, ""end_time"": 2.634}]"
"ASR-A378&""","ASR-A378&""-""&D378",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A380&""","ASR-A380&""-""&D380",['| 豆包。'],1,1,"[{""asr_result"": ""豆包。"", ""start_time"": 1.0, ""end_time"": 1.904}]"
"ASR-A382&""","ASR-A382&""-""&D382",['| 如何登录？如何登录其他人的账号？'],1,1,"[{""asr_result"": ""如何登录如何登录其他人的账号？"", ""start_time"": 1.0, ""end_time"": 3.903}]"
"ASR-A384&""","ASR-A384&""-""&D384",['| 美女，服我了。'],1,1,"[{""asr_result"": ""美女，服我了。"", ""start_time"": 1.0, ""end_time"": 2.354}]"
"ASR-A386&""","ASR-A386&""-""&D386",['| 监管者给我发了个爱心。'],1,1,"[{""asr_result"": ""监管者给我发了个爱心。"", ""start_time"": 1.0, ""end_time"": 3.006}]"
"ASR-A388&""","ASR-A388&""-""&D388",['| 如何登录其他人的账号？'],1,1,"[{""asr_result"": ""如何登录其他人的账号？"", ""start_time"": 1.0, ""end_time"": 2.903}]"
"ASR-A39&""-","ASR-A39&""-""&D39",['| Hello.'],1,1,"[{""asr_result"": ""Hello."", ""start_time"": 1.0, ""end_time"": 2.2}]"
"ASR-A390&""","ASR-A390&""-""&D390",['| 先关给我们换了一个很大的爱心。'],1,1,"[{""asr_result"": ""仙官给我们换了一个很大的爱心。"", ""start_time"": 1.0, ""end_time"": 3.713}]"
"ASR-A392&""","ASR-A392&""-""&D392",['| 我想把门分点完。'],1,1,"[{""asr_result"": ""我想把门分点完。"", ""start_time"": 1.0, ""end_time"": 2.634}]"
"ASR-A394&""","ASR-A394&""-""&D394",['| 监管者投降了。'],1,1,"[{""asr_result"": ""《监管者投降了》。"", ""start_time"": 1.0, ""end_time"": 2.275}]"
"ASR-A396&""","ASR-A396&""-""&D396",['| 豆包，你快点教我如何切换账号。'],1,1,"[{""asr_result"": ""豆包，你快点教我如何切换账号。"", ""start_time"": 1.0, ""end_time"": 3.598}]"
"ASR-A398&""","ASR-A398&""-""&D398",['| 你能给我发个视频吗？'],1,1,"[{""asr_result"": ""你能给我发个视频吗？"", ""start_time"": 1.0, ""end_time"": 2.547}]"
"ASR-A4&""-""","ASR-A4&""-""&D4",['| 豆包，你能看得到我的屏幕吗？'],1,1,"[{""asr_result"": ""豆包，你能看得到我的屏幕吗？"", ""start_time"": 1.0, ""end_time"": 3.4}]"
"ASR-A400&""","ASR-A400&""-""&D400",['| 我们的这个阵容好不好？你应该提醒我地图了吧？'],1,1,"[{""asr_result"": ""我们的这个阵容好不好？你应该提醒我地图了吧？"", ""start_time"": 1.0, ""end_time"": 4.694}]"
"ASR-A402&""","ASR-A402&""-""&D402",['| 你知道这个地图是什么吗？'],1,1,"[{""asr_result"": ""你知道这个地图是什么吗？"", ""start_time"": 1.0, ""end_time"": 2.801}]"
"ASR-A404&""","ASR-A404&""-""&D404",['| 监管者来抓我来了。'],1,1,"[{""asr_result"": ""《监管者来抓我来了》。"", ""start_time"": 1.0, ""end_time"": 2.678}]"
"ASR-A406&""","ASR-A406&""-""&D406",['| 我好像被监管，服了。'],1,1,"[{""asr_result"": ""我好像被监管，服了。"", ""start_time"": 1.0, ""end_time"": 3.311}]"
"ASR-A408&""","ASR-A408&""-""&D408",['| 你。'],1,1,"[{""asr_result"": ""你。"", ""start_time"": 1.0, ""end_time"": 1.549}]"
"ASR-A41&""-","ASR-A41&""-""&D41",['| 小豆子，不想上学怎么办？'],1,1,"[{""asr_result"": ""小豆子，不想上学怎么办？"", ""start_time"": 1.0, ""end_time"": 3.503}]"
"ASR-A410&""","ASR-A410&""-""&D410",['| 我溜，监管多少秒？'],1,1,"[{""asr_result"": ""我溜，监管多少秒？"", ""start_time"": 1.0, ""end_time"": 2.759}]"
"ASR-A412&""","ASR-A412&""-""&D412",['| 对。'],1,1,"[{""asr_result"": ""对。"", ""start_time"": 1.0, ""end_time"": 1.606}]"
"ASR-A414&""","ASR-A414&""-""&D414",['| 啦啦队员是机械蟒？怪不得这么慢。'],1,1,"[{""asr_result"": ""啦啦队员是机械忙，怪不得这么慢。"", ""start_time"": 1.0, ""end_time"": 4.354}]"
"ASR-A416&""","ASR-A416&""-""&D416",['| 秋季的时候。'],1,1,"[{""asr_result"": ""秋季的时候。"", ""start_time"": 1.0, ""end_time"": 2.398}]"
"ASR-A418&""","ASR-A418&""-""&D418",['| 我们在跟监管打雪仗。'],1,1,"[{""asr_result"": ""我们在跟监管打雪仗。"", ""start_time"": 1.0, ""end_time"": 2.826}]"
"ASR-A420&""","ASR-A420&""-""&D420",['| 监管者又投降了。'],1,1,"[{""asr_result"": ""《监管者又投降了》。"", ""start_time"": 1.0, ""end_time"": 2.802}]"
"ASR-A422&""","ASR-A422&""-""&D422",['| 一定是玩。'],1,1,"[{""asr_result"": ""《一定是完》"", ""start_time"": 1.0, ""end_time"": 2.0}]"
"ASR-A424&""","ASR-A424&""-""&D424",['| 师徒是在进医院。'],1,1,"[{""asr_result"": ""师徒是在进医院。"", ""start_time"": 1.0, ""end_time"": 2.544}]"
"ASR-A426&""","ASR-A426&""-""&D426",['| 歌曲我跟医生是签字，我也不知道监管是追谁，千万不要追究机位的。'],1,1,"[{""asr_result"": ""歌曲《我跟医生是签字》，我也不知道监管是追谁，千万不要追究机位的。"", ""start_time"": 1.0, ""end_time"": 6.684}]"
